id,T1_stressed_schwa,T1_schwa,T2_stressed_schwa,T2_schwa,euclidean,Alter,Geschlecht,Dialektgebiet
1111,5.13226787663997,4.75144112644252,10.898622580099,11.7589973183856,0.940889846872458,≤ 24,Weiblech,Süden
1113,4.5040298831613,4.94183615222405,10.9532594280126,11.4151413684397,0.636403375323704,25 bis 34,Männlech,Osten
1114,4.28220626670458,4.45669131196499,10.6237826598539,11.3247974840464,0.722403498577594,55 bis 64,Männlech,Osten
1117,4.68772157870015,4.76601180025295,12.2888029667763,11.9175544943018,0.379413741323922,65+,Weiblech,Norden
1118,5.54372451462836,5.01281754957134,11.7804050973686,12.2297970463214,0.695568349861927,55 bis 64,Weiblech,Norden
1125,4.86862692141455,4.60951854970582,10.6780594813142,11.5433899414972,0.903290625219801,45 bis 54,Männlech,Süden
1126,5.10543424264678,4.50790176851222,11.387517530502,11.4477530792343,0.600560886985198,≤ 24,Weiblech,Osten
1127,4.6191618976097,4.92865796097112,10.6115268673794,11.2173044131665,0.680260426760267,≤ 24,Männlech,Süden
1128,5.01981953646027,4.67412470280216,11.1675882594754,11.1237684470243,0.348461036532284,≤ 24,Weiblech,Süden
1129,5.77384801756024,4.9855412277508,11.6267423240402,11.1319327093604,0.930733124821108,25 bis 34,Männlech,Osten
1130,5.85758066308478,5.11342371439413,11.5034273372007,10.9621597903787,0.920184830089723,35 bis 44,Männlech,Zentrum
1131,4.69612829935943,4.61460066359834,10.894392363256,11.8755129264574,0.984502064461681,35 bis 44,Weiblech,Norden
1132,4.56575773455524,4.66611355335306,11.1005929132384,10.9967219890423,0.14443150369618,35 bis 44,Männlech,Zentrum
1136,4.90230060008563,4.6803617231174,12.9662718217112,12.7312169966997,0.323276407848041,25 bis 34,Männlech,Zentrum
1137,6.19197891741361,5.53675541774403,13.9580436303793,12.3855732146114,1.70352019154002,≤ 24,Männlech,Zentrum
1138,5.44904542891545,4.60493610800794,11.3664308350218,11.2979337366422,0.846883934272791,25 bis 34,Weiblech,Süden
1143,4.64268253368152,4.80298680950394,10.8507131158774,11.7432608936206,0.906829088859311,45 bis 54,Weiblech,Zentrum
1147,4.729655903736,5.11066576585907,11.4147337211194,11.9745382876229,0.677162955065579,35 bis 44,Männlech,Zentrum
1148,4.89034105222809,4.59336391299962,11.7481738388146,11.8073048833217,0.30280670674347,≤ 24,Weiblech,Osten
1154,5.58116981651919,4.83573359636336,11.2329400395943,12.1260836244175,1.16334888207752,55 bis 64,Weiblech,Süden
1156,4.79394008234146,4.6405344536412,10.3762589705032,10.7250541134933,0.381039812474287,45 bis 54,Männlech,Süden
1157,5.65933722533784,5.07640615144766,11.1175323771989,11.4367617876587,0.664617223226482,25 bis 34,Weiblech,Süden
1159,4.87494602181966,4.70297588895211,10.9853915700125,12.400130171594,1.42515228568858,65+,Männlech,Zentrum
116,4.97534831434931,4.74465253136981,11.1081436504405,11.6803017707334,0.616916087407098,35 bis 44,Weiblech,Süden
1164,5.92848954298993,5.06527540551553,10.8020618556701,11.7833222693665,1.30690881343084,35 bis 44,Weiblech,Zentrum
1165,4.78361050896397,4.97643430196605,10.6267363448554,11.2368022435858,0.63981357905365,25 bis 34,Weiblech,Osten
1180,4.97844185270465,4.71608849678766,11.7428073249533,11.7689945920136,0.26365708091571,25 bis 34,Weiblech,Zentrum
1183,5.63621081060792,5.15336069653314,10.7802702538379,11.3434936252283,0.741865755202687,45 bis 54,Weiblech,Zentrum
1185,6.03668387395023,4.69384121639348,11.0822906062008,11.6008792087092,1.43950010128713,45 bis 54,Weiblech,Süden
1193,4.11017116791174,4.39144189629955,10.8385638689625,11.8090729203615,1.01044596168978,55 bis 64,Männlech,Süden
1194,6.67034515794533,5.31643920384561,12.2300035600196,11.3123935887996,1.63556393694318,35 bis 44,Weiblech,Zentrum
1199,5.75657719360916,4.70196751027472,11.8012410556132,12.2602384361221,1.1501652835557,25 bis 34,Weiblech,Süden
1200,5.67782369864279,4.74168967464097,11.9126145390991,11.6490901992643,0.972518374417256,≤ 24,Weiblech,Osten
1201,5.47642855927798,5.16072425782902,11.322436106059,11.8304736654987,0.598139923224336,≤ 24,Weiblech,Osten
1202,5.21563545687887,4.71391357300986,10.7236373491356,10.495713467135,0.551066370539243,35 bis 44,Männlech,Süden
1204,4.78049794840293,4.40115157504374,10.7262343271563,11.5586519912012,0.914780213163126,45 bis 54,Männlech,Süden
1208,5.4402024965546,4.82361489542226,11.5565902577376,11.5396196174377,0.616821102510543,25 bis 34,Weiblech,Osten
1212,6.48060286360211,4.89540767938953,11.6436009135981,12.1200360392492,1.65524445354907,25 bis 34,Weiblech,Osten
1217,4.93758757487581,4.90495443749628,12.1776392795137,11.2693234760198,0.908901821173239,≤ 24,Weiblech,Zentrum
1219,5.69731296513905,5.34970445311878,11.0355555555556,11.0549898591876,0.34815136045492,35 bis 44,Weiblech,Norden
1220,4.60869232272044,5.03596602718037,11.2400156267556,11.5415254406956,0.522944534750143,25 bis 34,Weiblech,Zentrum
1224,4.88499329293972,4.96884094045062,12.1500987546708,11.6027647006626,0.553719238125428,35 bis 44,Weiblech,Süden
1225,5.43264870025073,4.85853974885939,11.6468558823965,11.8029353850064,0.594946971756832,35 bis 44,Weiblech,Osten
1226,4.74745788593985,4.1097640143003,12.3114108673553,11.7455476047631,0.852557743427458,≤ 24,Weiblech,Zentrum
1237,5.45452094009001,4.75926796881697,10.8004775418402,11.6871894494248,1.12678068013093,25 bis 34,Männlech,Zentrum
124,4.81807465673666,4.85282218275644,11.8168141435294,11.6563959721809,0.164138296150874,25 bis 34,Weiblech,Norden
1241,5.79093412216594,5.08647978897112,11.3188599403647,10.6762250719419,0.9535384007316,55 bis 64,Weiblech,Zentrum
1242,4.80955444163913,4.72569967586948,11.2719790934233,11.4314779216114,0.180198495930671,45 bis 54,Weiblech,Zentrum
1243,5.61220693420678,4.87436906300932,10.9945782235716,11.1134601240051,0.74735375186312,25 bis 34,Weiblech,Süden
1245,5.63584885560523,5.31274482939537,11.0943638119928,11.7282001359852,0.711438470540697,35 bis 44,Weiblech,Zentrum
1246,4.86260765178814,5.16670628309494,11.1369069688762,11.8227773503584,0.750262725821496,65+,Weiblech,Zentrum
1248,4.52271403568008,4.49856609152507,11.1658273163695,11.7972753399745,0.631909589831939,45 bis 54,Weiblech,Süden
1253,5.18671162491972,4.16400673400673,10.8520493247211,11.1278662053057,1.05924513003966,25 bis 34,Männlech,Zentrum
1254,5.52069728691231,4.76521757602702,11.92825412182,11.9930922699063,0.758256934690732,≤ 24,Männlech,Zentrum
1255,5.01442897652602,4.70195179847438,11.1613069240172,11.1224089073206,0.314888936779394,45 bis 54,Weiblech,Zentrum
1257,4.76378919186892,5.48664569399666,10.2910294408334,10.2561103070034,0.723699432482712,35 bis 44,Männlech,Zentrum
1258,5.55982137348809,4.64845531738714,11.1413676202814,12.1536706944853,1.3621107158581,25 bis 34,Weiblech,Osten
1259,4.77702935933417,4.88697123703637,11.8560293030868,11.7605435204715,0.145618512402581,65+,Weiblech,Zentrum
126,5.9428204552891,5.97733087801229,12.1713306940858,11.3712248739864,0.800849731618609,25 bis 34,Weiblech,Süden
1260,5.52953948432015,5.29314611979888,11.536756309072,10.9594572215857,0.623823740492651,45 bis 54,Weiblech,Süden
1265,4.68313056432198,4.52865880142362,11.9100436334244,11.73778057828,0.231378663019294,55 bis 64,Weiblech,Osten
1266,5.03863106194391,4.86451109848762,11.1268752842161,11.838597538257,0.732711627156954,45 bis 54,Weiblech,Süden
1269,4.9532444532272,4.93803097613643,10.7548115046035,11.2192749925089,0.4647125794321,55 bis 64,Weiblech,Osten
127,4.73089007019222,4.30711311276172,10.3979100502423,12.2247628523489,1.875360784013,35 bis 44,Männlech,Zentrum
1271,5.88305148670535,5.0651270775209,12.0449558258974,11.8333340468628,0.844857453362096,≤ 24,Weiblech,Zentrum
1272,4.7275468990165,5.25470978296132,11.5520673832069,11.4859931256954,0.531287599812673,25 bis 34,Weiblech,Zentrum
1274,4.94774111253327,4.8725441824849,11.4538189035821,12.051752311117,0.602643292616004,25 bis 34,Weiblech,Zentrum
1275,4.62401614856407,5.82814074547303,11.5257145802601,11.481606553403,1.20493218187348,25 bis 34,Männlech,Zentrum
1279,5.55927908092057,4.80734775630087,10.6586040122085,11.2394056398028,0.950121701446997,35 bis 44,Weiblech,Süden
128,4.94094118043778,5.04675193274532,12.4433847757503,11.9437379622908,0.510727768487422,25 bis 34,Männlech,Osten
1280,5.33279102516234,4.86092614653583,12.1720417752956,12.0669766112658,0.483420264752953,≤ 24,Weiblech,Osten
1281,5.34399436734821,4.76826100462265,11.4463681368427,11.2309168059167,0.61472610238468,35 bis 44,Weiblech,Norden
1287,5.10365958004809,4.52192948315952,9.76671354487769,11.3000141253929,1.63994529659812,35 bis 44,Weiblech,Zentrum
1288,5.19855893444596,4.32738939850884,11.0267053701016,11.6738915495533,1.08525863793759,35 bis 44,Weiblech,Zentrum
129,5.51616930439121,5.07227963586228,11.3758395426983,11.1334523154676,0.505756468818059,55 bis 64,Weiblech,Norden
1290,4.48506014102032,4.31928452022735,9.94768197923789,11.1278662053057,1.1917702647358,≤ 24,Männlech,Zentrum
1292,5.34441881192642,4.80696597906859,12.2100223526003,12.1070753562055,0.547223566390934,25 bis 34,Weiblech,Zentrum
1295,4.35638754683757,4.50496342037444,11.2307194799263,11.65697346799,0.45140586232066,45 bis 54,Männlech,Süden
1296,4.1756856800553,4.30401767381595,11.0872048859388,11.9845926788707,0.906517485504704,45 bis 54,Weiblech,Zentrum
1298,4.75022622405761,5.3942392229592,10.8567076372108,10.9700441807727,0.653909714609588,25 bis 34,Weiblech,Norden
1299,6.13395256695671,5.15918363525332,11.7483653428891,11.2162650810865,1.11054273165177,25 bis 34,Weiblech,Süden
130,5.76887894128282,4.21044939101218,12.1558043411514,11.3304694167852,1.76348529921157,35 bis 44,Weiblech,Zentrum
1300,4.77657782434299,4.89310686295832,10.8175920646234,11.6331188850233,0.823810057981911,55 bis 64,Weiblech,Zentrum
1304,4.65901460174529,4.74594881733661,11.5452876969116,12.0096875424347,0.47246669127294,65+,Männlech,Osten
1308,4.5154606081785,4.71469620447175,10.7315611287636,10.9334400263249,0.283636937141243,≤ 24,Männlech,Norden
1309,6.21714333915507,5.0973062274291,11.481164290997,11.5863167403298,1.12476317258321,25 bis 34,Weiblech,Zentrum
131,5.46006339026918,4.6913555899336,11.5912418983082,11.4769502837221,0.77715780602235,25 bis 34,Weiblech,Zentrum
1310,4.82546671194663,4.99205320463185,10.5847837637218,11.6524361600569,1.08057054325257,35 bis 44,Männlech,Zentrum
1312,4.97109819730367,4.54544497721988,10.9369179189127,10.8052660833863,0.445547830838829,25 bis 34,Männlech,Zentrum
1313,6.00698758040581,4.84033322985089,10.1699159038028,11.4311506839713,1.71807902739519,45 bis 54,Weiblech,Zentrum
1315,4.67053148601803,5.19071563550054,10.2419003426062,10.6329524597246,0.650779000641253,25 bis 34,Männlech,Süden
1316,4.9679252699495,5.31473255543156,10.6819946279818,11.5227208396539,0.909448105312195,55 bis 64,Weiblech,Zentrum
1317,4.53183819994869,4.90072625243621,11.3257755065104,11.2431833476506,0.378020978218353,35 bis 44,Männlech,Süden
132,5.3064846915318,4.89882882852993,12.2643044028089,11.9818030505674,0.49597410885858,35 bis 44,Weiblech,Zentrum
1322,4.85359075266937,4.91826490614666,11.0937986452204,11.4652301827632,0.377020070035223,25 bis 34,Weiblech,Osten
1325,5.32740359327575,5.33554744718932,10.5168750932805,11.5410771357916,1.02423441957416,45 bis 54,Männlech,Süden
1326,5.61574862245173,4.85542246416983,11.223868436728,11.8815496358548,1.0053061357878,≤ 24,Weiblech,Süden
1328,5.21203105688206,4.95248360559628,11.7235834607425,11.0168679548198,0.752868969861663,≤ 24,Männlech,Zentrum
1333,5.21904672804971,4.91840501842088,11.6568884766336,12.0021235214816,0.457791080908899,25 bis 34,Weiblech,Norden
1335,4.89501494244843,5.03770724799475,12.1619951140526,11.8740126575066,0.321395378529932,45 bis 54,Weiblech,Süden
1340,4.61767429081114,4.53094007826202,9.86059682810848,10.883642185635,1.02671545580214,25 bis 34,Männlech,Zentrum
1341,4.71744578639112,5.08395325889546,11.3243895276644,11.0068789257757,0.484913095011134,35 bis 44,Weiblech,Osten
1344,4.74232393302915,4.38158145686486,11.8000739291343,11.8126733057769,0.360962433503718,≤ 24,Weiblech,Zentrum
1346,6.20584694415653,5.7217687914997,11.6129475823734,12.8509955017326,1.32932099528644,≤ 24,Weiblech,Zentrum
1349,4.6458471402116,4.94520503451076,10.7717681601544,10.1985946872322,0.646639759789702,35 bis 44,Männlech,Süden
135,5.25881867523744,4.60585191258699,11.185878056167,11.6257049440977,0.787282213995079,45 bis 54,Weiblech,Zentrum
1351,4.38239945911859,5.24180839173188,11.3430888715457,11.9278523674457,1.03948644031211,25 bis 34,Männlech,Osten
1358,4.41436343250199,4.54376969325682,10.5070143516191,10.5262469350481,0.13082764458592,35 bis 44,Männlech,Zentrum
136,5.83580202401477,4.98734488853227,11.2141682664574,10.9515535269577,0.888170035608962,25 bis 34,Weiblech,Süden
1361,5.10643095172429,4.56727577926958,10.4789352158731,11.5376457501088,1.18808934650818,25 bis 34,Weiblech,Norden
1362,5.12968593652556,5.1582128194009,11.7578696509439,11.3634969554976,0.395403093007809,25 bis 34,Weiblech,Zentrum
1364,5.66334597606318,5.40322195454017,11.5167921212005,12.0220552472361,0.568291591618821,45 bis 54,Weiblech,Zentrum
1366,5.05109637429183,4.48285034963435,10.5277228692903,11.1697779434483,0.857402042679551,35 bis 44,Männlech,Zentrum
1367,5.06520954404925,4.8816029225231,11.2822127821111,11.5967254022957,0.36418344240732,65+,Weiblech,Zentrum
1368,5.24442630774545,5.31091365891042,10.3450603592192,11.3521390452962,1.00927104774461,25 bis 34,Männlech,Zentrum
1370,4.64746865720824,4.6860583750892,9.96793563142526,10.2753277227044,0.309804880702511,45 bis 54,Männlech,Süden
1371,5.61637436099096,4.7881390593047,10.7149526066351,10.8927086383602,0.847095580069908,45 bis 54,Weiblech,Zentrum
1373,4.70236199162152,4.6469433937993,10.335155932683,11.0469244311984,0.713922696419884,45 bis 54,Männlech,Zentrum
1374,4.70146464237211,4.61783950428916,11.4461700340841,11.389359813898,0.101096809232475,≤ 24,Männlech,Süden
1375,5.03577011581168,4.95652535699041,11.970939114638,11.9482841177593,0.0824195406697587,≤ 24,Weiblech,Zentrum
1376,4.66532580672971,4.44280147595692,12.1188740288278,11.4000461703332,0.752482935310686,≤ 24,Weiblech,Osten
1377,5.03491226651573,5.23050857233054,10.7214046307811,12.1726417119162,1.46435889743941,45 bis 54,Weiblech,Süden
1378,4.76344639220281,5.42454801751804,10.9241437749772,11.0786462998774,0.678915597990603,≤ 24,Männlech,Osten
138,4.89343826033363,5.15534566950798,12.5258503258046,12.9156343267093,0.469603085958512,25 bis 34,Männlech,Süden
1381,4.99806252211607,5.02107436763021,11.5266167501495,11.7972676351883,0.271627404004557,25 bis 34,Weiblech,Norden
1382,6.10817658349328,5.72346143452015,12.1558198043221,12.6781803371998,0.648742069051827,55 bis 64,Weiblech,Süden
1383,4.95442560204788,5.36850984626497,12.0739214031182,11.9406155998846,0.435012871630956,≤ 24,Männlech,Süden
1384,5.37232179788568,4.891828526638,11.5468605347853,11.4462816761958,0.490907211710587,25 bis 34,Weiblech,Zentrum
1389,5.2171492704826,4.42159733777038,10.451456111814,11.781710627966,1.54999353398169,55 bis 64,Weiblech,Zentrum
139,4.3251855983516,4.6481679393328,10.3313821711805,10.868035043149,0.62634966079478,25 bis 34,Männlech,Osten
1390,5.17557635609294,5.18265510130548,11.0535190334772,11.2625381569371,0.209138955256423,25 bis 34,Weiblech,Zentrum
1392,4.38881519746709,4.69190265766855,9.60669120446757,10.770384280746,1.20251552352128,35 bis 44,Männlech,Zentrum
1395,4.59932252928574,4.7313972287551,11.1870319951249,10.9647313355892,0.258575539194911,35 bis 44,Weiblech,Osten
1397,4.68010664654701,4.67828826375467,10.4919237885039,11.3948092517249,0.902887294301945,55 bis 64,Weiblech,Süden
1398,5.33054843552452,4.95439656468491,11.3011797510834,12.1384686938236,0.917901412773309,25 bis 34,Weiblech,Osten
1399,6.54025379061324,5.54040416220443,11.0584641874516,11.4799942230658,1.08507458285321,45 bis 54,Weiblech,Süden
1402,4.41545953944954,4.74737311447852,10.5069649357825,12.1612747008,1.68727810983283,45 bis 54,Männlech,Zentrum
1410,4.69798753765787,6.00136073290139,11.7007808490337,12.2218167425832,1.40365953437654,25 bis 34,Weiblech,Osten
1411,5.74711871364846,5.19454580728923,10.8797498202846,11.5491962976836,0.868041129753782,25 bis 34,Weiblech,Süden
1413,5.31172066168955,4.44013137949914,12.0625442929931,11.7379997606351,0.930052165371744,25 bis 34,Männlech,Zentrum
1414,5.38345399533071,4.97403657693416,11.6953487245553,11.9704716820527,0.493269970937419,25 bis 34,Weiblech,Osten
1415,4.50022354333978,4.55803393964049,11.221903129699,11.6845386365601,0.466233475985021,35 bis 44,Weiblech,Süden
1417,5.34773594703222,4.82014179731063,11.4827676303781,11.7669595124365,0.599266729135157,25 bis 34,Weiblech,Süden
1419,6.05993014692322,4.91660119271324,11.5163345407731,11.8406377370538,1.18843327984902,≤ 24,Weiblech,Süden
1420,5.06164537326383,4.82548244574953,10.872982100402,11.4481825257353,0.621794546161168,25 bis 34,Weiblech,Süden
1422,5.27429785573051,4.67138963032096,11.4746892691246,11.8569130148637,0.713858053168357,55 bis 64,Weiblech,Osten
1424,5.23033253917966,5.3141056186069,10.7918281360326,11.6929534083639,0.90501087577485,35 bis 44,Weiblech,Zentrum
1429,4.49831367699245,4.37436937987788,11.8825322297515,11.8805277452892,0.123960504779488,≤ 24,Männlech,Zentrum
1434,5.94189104209805,4.6277334244387,11.3968185703482,11.8350889517016,1.38531266190119,35 bis 44,Weiblech,Zentrum
1435,5.14923163155655,4.63364299060452,11.8127140774528,12.3340493226545,0.733227171187889,25 bis 34,Weiblech,Zentrum
1436,5.16162777930053,5.08564624331427,11.3278647564287,11.3739395442008,0.0888598890336434,55 bis 64,Weiblech,Süden
1438,5.49069958881746,4.94763904279233,11.9400654567226,11.9605788517078,0.543447841124551,≤ 24,Weiblech,Zentrum
144,5.37141602091247,5.12032884716084,11.2485741532164,11.1256324068587,0.279570101799293,35 bis 44,Weiblech,Zentrum
1441,5.0634340208643,4.59191545715808,11.1997969726875,11.3231049013226,0.487375216013139,35 bis 44,Weiblech,Osten
1444,5.14106712867362,5.2483499874627,12.1449763089741,11.8833584266801,0.282760549097533,45 bis 54,Weiblech,Zentrum
1445,5.83337321122627,4.66996024834594,11.1042750119594,11.4706796261759,1.219746721052,25 bis 34,Weiblech,Süden
1446,4.62985652777994,4.46923711236481,10.6403448346551,11.1971652702683,0.579523592379789,55 bis 64,Weiblech,Osten
1448,5.52648419671609,5.07277609398806,12.0358761398913,12.5471468268758,0.683555965412277,25 bis 34,Weiblech,Osten
1449,4.72729635233081,5.88025011332029,12.0423087379177,11.4366000802166,1.30237680914312,55 bis 64,Weiblech,Zentrum
1450,4.80133941054132,4.59251721383512,10.8690020087536,11.3053860517077,0.483774475124692,35 bis 44,Männlech,Zentrum
1452,5.59255912782756,5.24685990659788,10.4965490299082,11.7435007097149,1.29398471526194,45 bis 54,Weiblech,Zentrum
1453,4.61116284279919,5.43615775809063,10.807940756075,11.9072831984125,1.37447095850775,25 bis 34,Männlech,Zentrum
1454,5.74998862133173,5.23218170407465,10.8990116349502,11.4254159451162,0.738393865982523,35 bis 44,Weiblech,Süden
1455,5.03772553006794,4.3299117499154,10.6462704195149,10.95798066876,0.773410387089703,35 bis 44,Weiblech,Zentrum
1456,5.61792560385219,4.92548263191173,12.0943487994196,11.96431625952,0.704546471726648,35 bis 44,Weiblech,Zentrum
1457,5.21474176603295,4.76381812562904,11.4318570135328,10.9436242643097,0.66460766388077,25 bis 34,Weiblech,Süden
